email|amount|accountA|accountB
Let's move $3110181 from account 0AWK1MI to account Z1ZM0G2WEF. Sound good?|3110181|0AWK1MI|Z1ZM0G2WEF
Hi this is Thomas Wood. I need you to do the following. Please help me transfer 3271477 from TPJX0 into C0HCW7TMS. Thanks.|3271477|TPJX0|C0HCW7TMS
Move money from account CEQ3FTAHMD to account QB4SA1AIO of the amount $7979358. Thank you!|7979358|CEQ3FTAHMD|QB4SA1AIO
move $2048858 to YNSHL from LIT0N50X. Thanks.|2048858|LIT0N50X|YNSHL
Today we need to move $1526428 from account 6Y3JYFIJO to this account titled FM94LA4.Thanks so much.|1526428|6Y3JYFIJO|FM94LA4
Hey!! Zachary Dunn. Can we do the following? I need to transfer $5698164 from this account I have called PDQT to my other account titled PCOV3PXBM94. Thanks! Best Regards, Jose Brown|5698164|PDQT|PCOV3PXBM94
Let's move $407115 from account A2AH to account O3AKNCD64XRZ. Sound good?|407115|A2AH|O3AKNCD64XRZ
Hey!! William Ewing It's Julie Sanchez. Can you help me do something? I need to transfer $1222228 from this account I have called 0FW6NSH to my other account titled M44S. Can you do this for me?|1222228|0FW6NSH|M44S
we need to do the following today my friend. Please take $7345509 from QREJHT and put this in account MJ11QHQ|7345509|QREJHT|MJ11QHQ
Hey Allison Munoz! Please move $1150611 from account H5TS662BE to account A12IQLUF. Thanks! Send me an email back when it's done! Thanks :D :D|1150611|H5TS662BE|A12IQLUF
Hi, can you please assist me with the following? I need $7447476 moved into QVWC8ESfrom 4MUB4WHRUPR. Thank you very much :D|7447476|4MUB4WHRUPR|QVWC8ES
Let's move $3504713 into CIHJ4RXQ9 from account 57327NC2FI. Thanks.|3504713|57327NC2FI|CIHJ4RXQ9
Let's move $4677047 from account RFPURAWM8TM7 to account RV49IF8B. Sound good?|4677047|RFPURAWM8TM7|RV49IF8B
It's that time again! Move 2443198 from Q6LE7L51PDW to account WUZEI3DAPTCool?|2443198|Q6LE7L51PDW|WUZEI3DAPT
we need to do the following today my friend. Please take $9485830 from KHA and put this in account 7U3X50QL1EDJ|9485830|KHA|7U3X50QL1EDJ
Hey Melissa Robinson, we need to do the following. We need to transfer 1400526 from account MNYOZ2K4 into 3MA1U0. We need this done ASAP. Thank you.|1400526|MNYOZ2K4|3MA1U0
Hey Maria Rocha! Please move $9968556 from account 9W9D37X3M to account JA1IX. Thanks! Send me an email back when it's done! Thanks :D :D|9968556|9W9D37X3M|JA1IX
Let's move $1643776 from account TEKJ67XWLV to account OP6XEQV5. Sound good?|1643776|TEKJ67XWLV|OP6XEQV5
Jose Bennett Please transfer $7954459 from 2N3GHFPto SS5AKVZ2Z703. Thank you so much. Best Regards, Courtney Munoz|7954459|2N3GHFP|SS5AKVZ2Z703
Let's move $5582511 into 63ZF4OHKE from account K06P6ARRCV4. Thanks.|5582511|K06P6ARRCV4|63ZF4OHKE
Move money from account HWCHOWP to account K9N3JM of the amount $6662563. Thank you!|6662563|HWCHOWP|K9N3JM
Hey!! Makayla Lee It's Mr. Aaron Lee DDS. Can you help me do something? I need to transfer $7336391 from this account I have called 74NNZ93H5QB to my other account titled RBU4WRATMXVZ. Can you do this for me?|7336391|74NNZ93H5QB|RBU4WRATMXVZ
Let's move $1783535 from account X1VXZSBO to account Z1WWMR4RJO4. Sound good?|1783535|X1VXZSBO|Z1WWMR4RJO4
we need to do the following today my friend. Please take $5459573 from H53KY8E and put this in account GFA4EDZWH|5459573|H53KY8E|GFA4EDZWH
move $7679955 from OBULYGZA into account PTHPATSIW.|7679955|OBULYGZA|PTHPATSIW
We need to take the following action immediately! Move $2681786 into account YLSFNBHLE from account H7HOFMG1!|2681786|H7HOFMG1|YLSFNBHLE
We will be transferring $7809647from account LZLQI6BN5CJto account T2AG12GL. This needs to be done today. Thanks!|7809647|LZLQI6BN5CJ|T2AG12GL
We will be transferring $7270332from 9289Y4 to account L6E8WA4R3. Please confirm when this is finished.|7270332|9289Y4|L6E8WA4R3
Angela Coleman Please transfer $8164131 from HMD8B3to VT1HDXM0TTH. Thank you so much. Best Regards, Barbara Rodriguez|8164131|HMD8B3|VT1HDXM0TTH
Do the following Samuel Barnes. Move $5944643 from this account called O28R5OPSS to account 0XM20Q9IO97. Thanks. We need this done ASAP. We have a client waiting.|5944643|O28R5OPSS|0XM20Q9IO97
move $5917639 to 8JSC from S2VBMAYP1. Thanks.|5917639|S2VBMAYP1|8JSC
Account 6H6Z0UB needs $1712064 transferred to L7EK2.|1712064|6H6Z0UB|L7EK2
Hi, can you please assist me with the following? I need $8457751 moved into XOBZH4Wfrom NUV4ETFD7BX. Thank you very much :D|8457751|NUV4ETFD7BX|XOBZH4W
we need to do the following today my friend. Please take $3522374 from VXNYCCER and put this in account BBLSH0UEP1|3522374|VXNYCCER|BBLSH0UEP1
Transfer 7872676 from OE274D942Y to account OJIOX2AY.|7872676|OE274D942Y|OJIOX2AY
Hey Zachary Whitney! Please move $1969217 from account NAYLU39FEN3 to account TOJ1U7TWKN29. Thanks! Send me an email back when it's done! Thanks :D :D|1969217|NAYLU39FEN3|TOJ1U7TWKN29
We need to take the following action immediately! Move $1135805 into account YPC71A from account SP20U!|1135805|SP20U|YPC71A
Hey!! Stephen Christensen It's Caleb Cochran. Can you help me do something? I need to transfer $5117723 from this account I have called PFYU3GOBU to my other account titled I9P5N. Can you do this for me?|5117723|PFYU3GOBU|I9P5N
Hey!! Nicole Lee. Can we do the following? I need to transfer $6751378 from this account I have called O9QFXO to my other account titled JHE9W7. Thanks! Best Regards, Wendy Bennett|6751378|O9QFXO|JHE9W7
Hi, can you please assist me with the following? I need 1686828 moved into KS96IL from 6MJK. Thank you!|1686828|6MJK|KS96IL
We will be transferring $951379from RGBNI to account QJE2HO85IYJ6. Please confirm when this is finished.|951379|RGBNI|QJE2HO85IYJ6
Today we need to move $9328212 from account GRICV8LV to this account titled ZAF.Thanks so much.|9328212|GRICV8LV|ZAF
Hey!! Jason Henry. Can we do the following? I need to transfer $6641152 from this account I have called HHGTSEPQDPXS to my other account titled RVR4103Z. Thanks! Best Regards, Todd Brooks|6641152|HHGTSEPQDPXS|RVR4103Z
Time to move 9707465 in USD from account FLW to 6IPX. Let me know when this is done, thanks!|9707465|FLW|6IPX
We need to take the following action immediately! Move $4865784 into account YOTIYC0L from account MRGPEU!|4865784|MRGPEU|YOTIYC0L
Do the following Joshua Harris. Move $1468620 from this account called X3OM to account 8FGGKIC6LR8R. Thanks. We need this done ASAP. We have a client waiting.|1468620|X3OM|8FGGKIC6LR8R
Today we need to move $7788180 from account FAC to this account titled UBG.Thanks so much.|7788180|FAC|UBG
Hey Tyrone Oliver! Please move $2150595 from account 75F00MTR to account KXS62GF. Thanks! Send me an email back when it's done! Thanks :D :D|2150595|75F00MTR|KXS62GF
move $6940963 to R8XM6VG from ANQB9YPB1. Thanks.|6940963|ANQB9YPB1|R8XM6VG
move $4980183 from KLTJMYJSD6 into account DLV29NDRT.|4980183|KLTJMYJSD6|DLV29NDRT
Hi ,Jake Lewis please transfer 4112969 from account XK9261I to account 38XQN.|4112969|XK9261I|38XQN
The following action needs to be taken. Please move 4428681 from BD8X4 to account KH29QRPZCH0. Thank you very much.|4428681|BD8X4|KH29QRPZCH0
Please do the following: take account T32C and move $8752996 to account IZEINQ.|8752996|T32C|IZEINQ
This needs immediate attention. Please carefully move 1125570 in the form of US dollars from 6GHQNEKLP63Z into account 448PQDA3K5. Sincerely.|1125570|6GHQNEKLP63Z|448PQDA3K5
Time to move 5965011 in USD from account OTSJWIBSH to E14QPGUB. Let me know when this is done, thanks!|5965011|OTSJWIBSH|E14QPGUB
we need to do the following today my friend. Please take $8829001 from JZV and put this in account I2JSO|8829001|JZV|I2JSO
Let's move $888959 from account 5RUW3 to account 2SVN. Sound good?|888959|5RUW3|2SVN
Time to move 9077628 in USD from account X9FVYM31 to LFILXMM. Let me know when this is done, thanks!|9077628|X9FVYM31|LFILXMM
We will be transferring $8600333from EPXZ7VDKQKT4 to account FNIKI. Please confirm when this is finished.|8600333|EPXZ7VDKQKT4|FNIKI
move $6154001 from Q8VX04U into account PMRUR0WM7.|6154001|Q8VX04U|PMRUR0WM7
Please do the following: take account 6G1N36O and move $3358878 to account 0UTNY.|3358878|6G1N36O|0UTNY
Move money from account OTLXV to account K1HZBTYXISM of the amount $7809449. Thank you!|7809449|OTLXV|K1HZBTYXISM
Hi, can you please assist me with the following? I need $3589726 moved into 6GLEQFYM8from 43TEHMF. Thank you very much :D|3589726|43TEHMF|6GLEQFYM8
Hi ,Mary White please transfer 6017128 from account CFG to account 5BAP0.|6017128|CFG|5BAP0
Hey Nicole Lopez! Please move $6771612 from account YI5 to account 2MVVUZD. Thanks! Send me an email back when it's done! Thanks :D :D|6771612|YI5|2MVVUZD
We will be transferring $3660723from account RDQJ6to account W15K. This needs to be done today. Thanks!|3660723|RDQJ6|W15K
move $9152233 to 53UD4FJCVNR from 3OKMV8Z. Thanks.|9152233|3OKMV8Z|53UD4FJCVNR
We need to take the following action immediately! Move $2277101 into account BUU9IBBB from account XVJQG!|2277101|XVJQG|BUU9IBBB
Hey Heather Zhang, we need to do the following. We need to transfer 1676791 from account 0FDC64 into MAPAZ0V4X. We need this done ASAP. Thank you.|1676791|0FDC64|MAPAZ0V4X
Today we need to move $1710914 from account G90PZ9VR87 to this account titled KH7K6VGIP.Thanks so much.|1710914|G90PZ9VR87|KH7K6VGIP
Hey!! Evan Martinez It's Albert Marquez. Can you help me do something? I need to transfer $9086434 from this account I have called LA9I to my other account titled 7GX. Can you do this for me?|9086434|LA9I|7GX
Do the following Andrea Bender. Move $2559120 from this account called M98A9CQW9T6 to account DESY9. Thanks. We need this done ASAP. We have a client waiting.|2559120|M98A9CQW9T6|DESY9
Hey Diana Brooks! Please move $2129842 from account DK05COGOCYW to account E3181T2I. Thanks! Send me an email back when it's done! Thanks :D :D|2129842|DK05COGOCYW|E3181T2I
Do the following Nicole Smith. Move $841253 from this account called PW8T to account OKFX69RO18IK. Thanks. We need this done ASAP. We have a client waiting.|841253|PW8T|OKFX69RO18IK
Julie Perez Please transfer $6806436 from 20THto R4289IMEOCOC. Thank you so much. Best Regards, Karen Griffith|6806436|20TH|R4289IMEOCOC
Hi ,Miguel Fernandez please transfer 7557367 from account PVBVYKUDHQ to account 2YBWVOELK4.|7557367|PVBVYKUDHQ|2YBWVOELK4
move $5755043 to Y13AUE1 from D62HBNYN. Thanks.|5755043|D62HBNYN|Y13AUE1
We need to remove 3638424 from BFCIWWJPDIT and deposit this into VPBBJ58ZIH. Thanks :D|3638424|BFCIWWJPDIT|VPBBJ58ZIH
Let's move $8214546 into G29QM21D from account UUDDZ4. Thanks.|8214546|UUDDZ4|G29QM21D
we need to do the following today my friend. Please take $87817 from XU0TBC and put this in account VOXAQLRD4SF|87817|XU0TBC|VOXAQLRD4SF
move $7123748 to ORJ04 from YPBKEY59T0K. Thanks.|7123748|YPBKEY59T0K|ORJ04
Please move $6485367 into account 3HA8U9O from 0BSMDG3WI|6485367|0BSMDG3WI|3HA8U9O
The following action needs to be taken. Please move 925300 from GMPF0J to account ICTAHNX8. Thank you very much.|925300|GMPF0J|ICTAHNX8
We need to take the following action immediately! Move $8675671 into account IHPSE4D6 from account XZ65Z5QE696!|8675671|XZ65Z5QE696|IHPSE4D6
Do the following Luis Hughes. Move $4012326 from this account called 20FQDN to account RLPIXJ6O21. Thanks. We need this done ASAP. We have a client waiting.|4012326|20FQDN|RLPIXJ6O21
We need to take the following action immediately! Move $5736522 into account F61WKA from account 933M4YYS!|5736522|933M4YYS|F61WKA
Time to move 9462379 in USD from account FWIA2157LIEH to PRV573LL. Let me know when this is done, thanks!|9462379|FWIA2157LIEH|PRV573LL
we need to do the following today my friend. Please take $4951175 from HXL and put this in account CAND|4951175|HXL|CAND
Hi this is Ashley Miles. I need you to do the following. Please help me transfer 1542453 from 94J5ABUD3MVK into 6WTJ. Thanks.|1542453|94J5ABUD3MVK|6WTJ
Hey!! Theresa Foley It's Julie Cross. Can you help me do something? I need to transfer $7219224 from this account I have called XXPH to my other account titled U03. Can you do this for me?|7219224|XXPH|U03
Hi, can you please assist me with the following? I need 2324985 moved into DBEU8VX7 from 7IM11F6. Thank you!|2324985|7IM11F6|DBEU8VX7
move $5454551 from CKSBC2ARSM6 into account EYCLCG9MHCJZ.|5454551|CKSBC2ARSM6|EYCLCG9MHCJZ
Let's move $8462198 from account A4SV66JYAF to account VD7X5. Sound good?|8462198|A4SV66JYAF|VD7X5
Hey Michael Boyle, we need to do the following. We need to transfer 7967012 from account G9D0TQGA into VUJ2SO. We need this done ASAP. Thank you.|7967012|G9D0TQGA|VUJ2SO
Transfer 774500 from J5BHBM4P0S to account SWG068AH74Y.|774500|J5BHBM4P0S|SWG068AH74Y
Please do the following: take account 3GO8LWS5BO and move $2067093 to account 7FNGMRV.|2067093|3GO8LWS5BO|7FNGMRV
We will be transferring $5881010from account QKBBN8N7WAEto account WR7283A. This needs to be done today. Thanks!|5881010|QKBBN8N7WAE|WR7283A
Hi, can you please assist me with the following? I need $6844604 moved into 9C8from 1WD. Thank you very much :D|6844604|1WD|9C8
Hi, can you please assist me with the following? I need $9382758 moved into F1ZFD31from FL9AW92. Thank you very much :D|9382758|FL9AW92|F1ZFD31
Hi, can you please assist me with the following? I need $3518477 moved into LADfrom TGIIL. Thank you very much :D|3518477|TGIIL|LAD
Hi, can you please assist me with the following? I need $2110255 moved into BSRVPHV9OBSfrom KGZCBM. Thank you very much :D|2110255|KGZCBM|BSRVPHV9OBS
Transfer 4098592 from L7UXZ to account 4B5QHKUU7U.|4098592|L7UXZ|4B5QHKUU7U
Hey!! Tracy Huffman. Can we do the following? I need to transfer $6119937 from this account I have called 1E2V6 to my other account titled XTVMXV. Thanks! Best Regards, David Mejia|6119937|1E2V6|XTVMXV
Patricia Smith Please transfer $2149885 from KSXto 2NEL. Thank you so much. Best Regards, Melissa Campos|2149885|KSX|2NEL
Hey Dr. Edward Peterson, we need to do the following. We need to transfer 9247221 from account QL0MR3 into J2ZX. We need this done ASAP. Thank you.|9247221|QL0MR3|J2ZX
Move money from account 3A2TXT to account F13JZ5Q3 of the amount $2714267. Thank you!|2714267|3A2TXT|F13JZ5Q3
We will be transferring $8926099from XJP8WO0XDP to account 8ZF8Z6JTU2. Please confirm when this is finished.|8926099|XJP8WO0XDP|8ZF8Z6JTU2
Let's move $6358843 into LKOBE4035 from account LBNA. Thanks.|6358843|LBNA|LKOBE4035
Hi ,Debbie Nunez please transfer 6893580 from account Z3KK2 to account VFH2WY4L.|6893580|Z3KK2|VFH2WY4L
Time to move 1397307 in USD from account J8334 to FSGXCMQIVSR. Let me know when this is done, thanks!|1397307|J8334|FSGXCMQIVSR
Christopher Mclaughlin I need you to do the following. Please transfer $9008034 from 1A3PLPBto UZE42UIYQ5. Thank you so much.|9008034|1A3PLPB|UZE42UIYQ5
Hey!! Ashley Norris It's Brendan Hall. Can you help me do something? I need to transfer $1155864 from this account I have called NPJ1GKOTBZ4 to my other account titled O10EC33VU. Can you do this for me?|1155864|NPJ1GKOTBZ4|O10EC33VU
We need to take the following action immediately! Move $7481394 into account 1XT1ZYB from account OP95L6EYY!|7481394|OP95L6EYY|1XT1ZYB
we need to do the following today my friend. Please take $566083 from 8TWNXI0SDIJ5 and put this in account POXK50HPV9|566083|8TWNXI0SDIJ5|POXK50HPV9
Today we need to move $8784664 from account ZNGI6ROK9EY to this account titled PAYW6BXVMU2M.Thanks so much.|8784664|ZNGI6ROK9EY|PAYW6BXVMU2M
Do the following Katrina Boyd. Move $2891859 from this account called K1G0 to account XGEGNZU. Thanks. We need this done ASAP. We have a client waiting.|2891859|K1G0|XGEGNZU
Hey!! Jennifer Gonzalez. Can we do the following? I need to transfer $4307972 from this account I have called KWGOFKVVDLGH to my other account titled LSC56C9. Thanks! Best Regards, Brenda Gonzales|4307972|KWGOFKVVDLGH|LSC56C9
Please move $1553145 into account L2S8MKUOFAPN from IA7AECG6082|1553145|IA7AECG6082|L2S8MKUOFAPN
Today we need to move $9220220 from account S44 to this account titled AUAG6S7.Thanks so much.|9220220|S44|AUAG6S7
Hey!! Nicole Romero It's Jeffrey Mclaughlin. Can you help me do something? I need to transfer $8948944 from this account I have called TI8OY1A4 to my other account titled KKHQSKC. Can you do this for me?|8948944|TI8OY1A4|KKHQSKC
This needs immediate attention. Please carefully move 2529924 in the form of US dollars from M0NDPSZU into account IK755I6P. Sincerely.|2529924|M0NDPSZU|IK755I6P
Account O85V0TJOG1 needs $1483829 transferred to ROZK3AXHSB67.|1483829|O85V0TJOG1|ROZK3AXHSB67
Hi this is Amanda Kennedy. I need you to do the following. Please help me transfer 2903302 from OJQK into N8I890WLJO9. Thanks.|2903302|OJQK|N8I890WLJO9
Move money from account F8QK to account VLP0EO9DY1N of the amount $1133050. Thank you!|1133050|F8QK|VLP0EO9DY1N
Today we need to move $5199504 from account VHOX to this account titled PRZOF5.Thanks so much.|5199504|VHOX|PRZOF5
Hey Mary Huffman, we need to do the following. We need to transfer 4242160 from account 3UI6 into ML1MM6LWE. We need this done ASAP. Thank you.|4242160|3UI6|ML1MM6LWE
Move money from account UU7R9A9K089 to account 9DF of the amount $8135559. Thank you!|8135559|UU7R9A9K089|9DF
James Thomas Please transfer $7180648 from 94SFCC3to 2VHJ0V9I5U4. Thank you so much. Best Regards, Kyle Frye|7180648|94SFCC3|2VHJ0V9I5U4
Hey Carlos Hicks, we need to do the following. We need to transfer 1239634 from account C4NP into GA5. We need this done ASAP. Thank you.|1239634|C4NP|GA5
Hey!! Brian Strickland It's Veronica Rubio. Can you help me do something? I need to transfer $9227587 from this account I have called 3AY6NO3Q19 to my other account titled BGYR. Can you do this for me?|9227587|3AY6NO3Q19|BGYR
